artists ,name ,release_year ,genre ,lyrics,duration ,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
keb' mo',hand it over,1996,blues,problems away worry night hand knees pray sick feel money hand knees pray hand hand hand knees pray bridge mountain climb answer need hand hold heal body fee soul road dark spirit light hand knees pray bridge,37,0.691324597,0.674127631,0.747991715,7.58E-06,0.740313273,0.29727535,violence,0.342857143
eric johnson,lonely in the night,1996,blues,come night look eye break heart smile style lend heart let think leave lonely night break lovers hearts lonely night dream fade away want want look eye demure insecure conceal feel leave lonely night break heart lonely night dream fade lonely night break heart lonely night lonely tonight lonely night break heart lonely night dream fade lonely night break heart lonely night secret lock away whoa yeah lonely night yeah yeah lonely night,73,0.37398462,0.60915827,0.65361411,0,0.349752679,0.467450835,sadness,0.342857143
the brian jonestown massacre,monster,1996,blues,look eye face place like man foot step space felt breath life eye fate worse death breath think survive uncommon expectations arise peace monsters lie touch lips start kiss have spend life moment arrive know like look eye face place like man foot step space go fake time peace monsters cause,51,0.212606953,0.73266159,0.006976915,0.633603239,0.11788953,0.512497287,world/life,0.342857143
billie holiday,if you were mine,1996,blues,ruler kings wonderful things star stop light lover obey live kneel shrine heart life trade think,16,0.62525723,0.630669436,0.984939744,0.096558704,0.335325639,0.194169027,world/life,0.342857143
billie holiday,let's do it (let's fall in love),1996,blues,chink japs upper lapland little lapps fall spain best upper set lithuanians lits tall dutch amsterdam mention finns folks siam think siamese twin argentines mean people boston bean fall cold cape clam gainst wish lazy jelly fish fall electric eels shock know shad bring shad shallow shoal english sole goldfish privacy bowl fall,53,0.522365428,0.510755583,0.970883505,0.0001417,0.618713932,0.141114317,sadness,0.342857143
j.j. cale,guitar man,1996,blues,cale guitar tell secret tell mind ease stand spotlight girls wonder sound guitar tell secret tell mind ease finger swiftly silver string look nice easy sing guitar tell secret tell mind ease guitar guitar play play slow play loud work crowd play high guitar tell secret see stratocaster hand gibson mind plug turn little louder,55,0.689158453,0.552213932,0.106424806,0.261133603,0.782563891,0.74373574,music,0.342857143
big bub,no one,1997,blues,mind mind yeah mind mind yeah mind mind love mind mind love mind mind call text famous yeah famous frame wall famous media house top chart famous want come ride rid vert hear music speakers grab cheerleader bother bunda rest talk spread fast morning breakfast rush time switch side change side change plan wanna morning sugar rush crush close want peanut butter jelly get sticky loose tongue mind mind love mind mind love mind mind call text famous yeah tell lady leave kiss picture waste bang lawma trash surf scavengers dunno cost pretty lady tramp loose collar rasta girl girl rasta girl girl ride yeah ride play know real play know real mind mind love mind mind love mind mind call text famous yeah,124,0.677244666,0.744378638,0.135541301,1.14E-05,0.440436933,0.436418835,night/time,0.328571429
santana,chunk a funk,1997,blues,gwaan maths know spliff gyal cock suck bumboclaat dawg friend whats gyal dawg false hair lock know chargie long time ennuh dawg memba time bare gyal fuck girl sister dollar card truu deeven know ennuh dawg strap like stop bus pull clean dawg pree waan lock prision tell gyal cell pack dawg tell head head dawg right money stack work hard things paper stack pickney affi fee plus gyal belly bomboclaat dawg gyal come check braeton know blodclaat gyal long goodly drive blow dung taxi gyal wicked dawg creation ayye memba gyal middle garden gyal fuck satan ayye rate read bible church pray dawg straight hustle thing pree jordans straight jeans ban cyah money wrong bagga thing everyday bare rass gyal text reach halfwaytree come meet zinger pepsi bomboclaat dawq gyal hungry minute remain auye suck hood gyal tell minute dawq gwan gwan aguh mash work bout credit aguh dawg deck bare credit house pretty gyal know dawg phone trouble bus waste fuck dung water pick gyal yenow cocky suck right,171,0.548359147,0.668333205,0.778112227,0.328947368,0.790807914,0.65063974,obscene,0.328571429
taj mahal,mind your own business,1997,blues,wife fussin brother alright cause pretty woman license fight mind business mind business cause mind business mindin woman party line noisy thing pick receiver know ring mind business mind business cause mind business mindin pretty little girl wear skirt high boys whistle walk mind business mind business mind business mind business mind business worry wanna honkytonk brother headache worry mind business mind business mind business mind business mind business worry mindin people business hightoned mind mind business mind business mind business mind business mind business mindin mind business stay busy time,91,0.72056753,0.718226803,0.585340949,1.11E-06,0.726916735,0.506491094,night/time,0.328571429
joe cocker,tonight,1997,blues,little go little pain leave scar little dream disappear word like offer fear line draw time tonight cross great divide turn tonight hearts decide souls follow little luck step step tonight hearts decide cross great divide lose trust dream line draw time tonight cross great divide turn tonight hearts decide souls follow little luck step step tonight hearts decide cross great divide,62,0.636087945,0.72696972,0.31425634,3.35E-05,0.73206925,0.836831741,violence,0.328571429
taj mahal,i miss you baby,1997,blues,miss baby run yeah miss baby run come home baby shout leave take break heart leave take break heart come baby brand start love everyday baby lonely baby lonely miss darling goodbye,32,0.344741687,0.726226188,0.479919157,0.000620445,0.160140148,0.481465287,sadness,0.328571429
phish,saw it again,1997,blues,form window window want come want come see see night night pull dream right look curtain pull open breathe hear shape fear fully wake,24,0.181197877,0.793656898,0.146585489,1.77E-05,0.183841715,0.875871999,violence,0.328571429
phish,limb by limb,1997,blues,shoulder lean carve stone freeze want want hand want hack cough need cliffside push turn brain mush lack best part recognize fate moment late leave turn leave force learn leave route walk take leave mistake person know hell answer blow drop chinese wall peel finger come unglued midair land reform limb limb take away linger slowly melt away toss salad bale pool like water drip trample lamb peck,68,0.347990902,0.724713484,0.339356766,0.142712551,0.400247321,0.761754321,violence,0.328571429
robben ford,freedom,1997,blues,heat work coffee beat traffic maybe yesterdays time little progress lookin like lateral climb spendthrift ways money days debt grand bankin kind nothin lookin like lateral climb leader addict say freedom fightin applause applause bald face white collar crime leave strand believin lateral climb heat work coffee dollar lookin like dime head people nothin lateral climb lateral climb,58,0.733564389,0.611209394,0.163653779,0.622469636,0.311624073,0.333312512,obscene,0.328571429
phish,guyute,1997,blues,guyute ugly walk dance learn stop trick like pull weapons coat hold throat lecture language strange scamper quickly range bounce like bear believe inside guyute glance eye manage hypnotize sleep sleep death suck breath breathe happen,36,0.309000325,0.746865626,0.264055486,0.300607287,0.449711459,0.852848257,violence,0.328571429
jimi hendrix,midnight lightning,1997,blues,stone home call long distance public saxophone head ache lord mind break feel captain coconut name rover move move understand side groove yeah good groove love good good good love die stop smoke stop stop mean cigarette smoke cough death baby wouldn breath,43,0.622008015,0.680332282,0.71887522,6.60E-05,0.647568013,0.347326964,violence,0.328571429
the cramps,i walked all night,1997,blues,walk night walk night walk search walk night walk night night search listen foot step baby walk night search stand corner walk street go wait night wait night wait night wait night wait night wait night listen foot step baby walk night search stand corner walk street walk night walk night night search walk night walk night night search wait night wait night wait night wait night wait night wait night wait night wait night wait night baby,78,0.405393697,0.836576674,0.386545569,0.001143725,0.665086562,0.948947355,night/time,0.328571429
widespread panic,aunt avis,1997,blues,help mama grin save daddy goin age help remember good continue feel shouldn remember good continue feel shouldn help granddaddy swan strike granny golden palm teach learn remember good continue feel shouldn remember good continue feel shouldn teach great uncle hear talk aunt ageless chalk scratch cloudy retina remember good continue know shouldn remember good continue know shouldn remember good continue feel shouldn,63,0.474710278,0.634925519,0.070079388,0.00091498,0.397155812,0.533518965,world/life,0.328571429
j.j. cale,change your mind,1997,blues,detect sideeffect complicate life edge sharp knife underground tremor stop dime girl change mind contemplation meditation jive take medicine sunrise underground tremor stop dime girl change mind want fact want tell kind woman night kind woman dynamite underground tremor stop dime girl change mind,44,0.657749377,0.469758737,0.939758976,0.67611336,0.916529266,0.386367222,night/time,0.328571429
junior kimbrough,crawling king snake,1997,blues,tell crawl snake baby tell crawl window crawl door tell want crawl window crawl go yeah crawl window babe crawl door want cause crawl door comea crawlin baby best gals crawl snake go mamma catch crawlin little girls know wasn gonna crawlin girl till girl cause crawlin snake go kill baby body woods difference catch neighborhood cause crawl go crawl snake baby crawl window gonna crawl door want crawl window crawl go,72,0.460630348,0.608363459,0.843373337,0.807692308,0.537304204,0.533518965,violence,0.328571429
santana,freeway,1997,blues,santana jones killa freekey long shit lock give right track kanye listen coppin maybe reason feel like boxer bobbin weavin gettin head bobbin weave grabbin neck stop breathin wild breathin spark leakin cement need somethin pure like garden wouldn mind makin achievements happen cause music discourage pride courage ride ride dirty inside like playin hazin grams gauge snub check cheap deface blue steel true skills stories soul sing flip water like poland spring hold things forever right diplomats forever yeayeah forever look talk look fella say coppin latest caper propellers drop fuck think killa definite chop rock stop drop blocka blocka block hello mate yellow tape helicopter spot want cop cause homeboy bout backwards mathematics cause cash matter important little niggas need breathe leave niggas trick sleeve nigga like brick sleeve forever forever jones freekey santana forever yeayeah guru wrap shit block coppin dust look dogg girls gotta rush shit gotta blush wanna mall shop piss bitch mile fuck killa damn gotta smile grand demand goddamn child forever hear dash hoffa young guru good holla shit lock kanye harlem chicago columbus holla chicago kanye track harlem know fuck killa want know diplomats go holla boyboy ride,196,0.396729124,0.621157347,0.329316596,0.82388664,0.304410552,0.633622191,obscene,0.328571429
tommy castro,high on the hog,1997,blues,sittin pretty pretty singer like allot missin high high baby mangy doin alright livin high cadillac pretty run pick night get color black white high high baby mangy doin alright livin high mamas kitchen cookin bean gunna meal laugh doubt better half high high woman mangy doin alright livin high smilin wonder need high high baby mangy doin alright livin high,61,0.751976606,0.697689921,0.040962893,0.000404858,0.83924155,0.763756386,obscene,0.328571429
supersuckers,one cigarette away,1997,blues,cigarette away yeah cigarette away sure cigarette away gotta place stay cigarette away drink quickly turn gonna tomorrow recover hang bum cigarette away guitar solo yeah cigarette away whats light window cigarette away dump ashtray cigarette away cigarette away,39,0.464962634,0.624105838,0.332328647,0.035425101,0.480626546,0.418400254,sadness,0.328571429
muddy waters,close to you,1997,blues,want close baby close baby water close baby hair head close babe better believe say want close baby yeah close want close darling till know want close baby white close baby cold close baby smoke close baby poke say closer closer babe closer closer baby want close darling till know yeah want close baby white eye close baby cold close baby close baby siamese twin,65,0.557023719,0.679204164,0.671686417,0,0.716611707,0.554540642,romantic,0.328571429
kentucky thunder,if i lose,1997,blues,heat modded lose breakin like pod push like pool stick news clip know dudes strand moon shroom trip highs come underworld know hand clammy bunch pearl blush punch girl follow gun drug epidural pussies ready nothin funny african girl nickname black market money know govie fuck buzz fee like pappy winkle kentucky slum come water go estimate value steal bourbon dollars hundreds thousands dollars thinkin bout gettin gettin gettin thinkin bout gettin gettin gettin number niggas slump seat hummer slumber bunker salsa thumper need wonder stand serve shipment secretive know come,91,0.682660024,0.700305105,0.444778559,4.93E-05,0.951566364,0.587574707,obscene,0.328571429
oblivians,live the life,1997,blues,know frailty give emptiness fill live live hold know sound substance fill trashy rap mind like drug addict perceive world numb like tramp numb conceptual sound break space like drug addict perceive world sound numb like tramp numb conceptual sound break space yearn leave deep wild nature savage oblivion embrace need know save mind need feel destroy emotions regret try live life cry regret try live cry,67,0.352323189,0.76299259,0.296184032,7.80E-05,0.658903545,0.897894709,world/life,0.328571429
big bub,take it off,1997,blues,mouse track bounce shake like mean shake like mean shake like mean girl shake like mean htown women duval pimp baton rouge women naptown pimp women oaktown pimp birmingham women pimp pimp pimp pimp pimp pimp pimp pimp pimp ladies dance time thang piece chain pinky ring joke game twurk baby brother shame know come come comin hear drummin hater hate woman pimp trill nigga want gotta fuck round pimp bitch delay miss pimp hear women chitown pimp women detroit pimp women york pimp vegas women pimp yeah yeah work pole yeah goal yeah nigga spend dough yeah yeah finish yeah throw yeah know yeah yeah nigga busy nigga streets fuck girl matter stripper shake like mean bitch good tipper minute damn thicker look better nigga liquor pimp repeat whoa whoa whoa whoa whoa whoa yeah women mtown pimp chattanooga women chucktown pimp cahville women pimp women pimp libs trill hairy asshole real bitch good throw dough better throw somebody tell bitch need ones room titties buns yeah thugga like firecracker pimp check stretch head time know mama fine daughter lyin beat like sweet jones freak deck,187,0.756308892,0.728661898,0.215862667,0,0.550700742,0.539525158,obscene,0.328571429
supersuckers,non-addictive marijuana,1997,blues,like smoke nonaddictive marijuana like bump soothe speed like spoonful heroin cause heroine give need like shoot whiskey morning shoot cocaine afternoon hell shoot best cause right go real soon marijuana nonaddictive know friend true punch home watch shit marijuana nonaddictive know friend true punch home watch shit shit,49,0.501787068,0.671102223,0.136545318,0.011336032,0.970115416,0.65063974,obscene,0.328571429
santana,as the years go passing by,1997,blues,leave leave know follow years pass give thing give thing yeah follow years pass gonna leave long long good gonna leave long yeah long good know follow years pass,29,0.349073974,0.630848909,0.901606327,0.013360324,0.229183842,0.305283608,world/life,0.328571429
junior kimbrough,burn in hell,1997,blues,speak goin go open doors say come brother fuck hell nahnahnahnah hell momma love daddy hell burn nahhahnah hell go jersey pray hell pray maker live long pray pray fair anger pray baby mama home hell hell baby momma desert baby laugh come jersey work baby fell knee drink pray prayer pray doubt lord,54,0.503953211,0.680204087,0.411645996,0.656882591,0.809356966,0.621609804,violence,0.328571429
elmore james,madison blues,1997,blues,babes talk shoe thing blue blue blue blue baby away blue know tell love know true shoe blue shoe blue blue shoe cat talk shoe thing blue blue blue blue baby away blue babes talk shoe thing blue blue blue blue baby away blue,44,0.399978339,0.746993821,0.566264625,0.210526316,0.793899423,0.852848257,music,0.328571429
ella fitzgerald,under a blanket of blue,1997,blues,blanket blue beneath star wrap arm sweet romance night blanket blue thrill charm darling know heart dance arm summer night magic enthral night tragic weren shareit dear cover heaven dream dream wrap arm sweet romance blanket blue,37,0.603595798,0.525959542,0.907630429,0,0.480626546,0.190164898,romantic,0.328571429
b.b. king,bring it on home to me,1997,blues,change mind leave leave bring bring sweet love bring home yeah know try treat right stay stay night bring bring sweet lovin bring home know laugh leave know hurt baby bring bring sweet love bring home jewelry money baby bring bring sweet love bring home know slave bury bury grave bring bring sweet love bring home,56,0.393479909,0.681844986,0.016264073,0.000112348,0.487840066,0.489473545,music,0.328571429
jonny lang,rack 'em up,1997,blues,hang pool nothin want play card game want shoot somethin go talk little money grade fool shoot little pool rack dead say rack makin say wife leave tear hasn home years rack come thinkin pretty money table wanna play best corner dollar ride tell listen disaster shame beat master rack go say long rack,54,0.708653742,0.655872625,0.357429074,0.016396761,0.710428689,0.612600514,obscene,0.328571429
slim harpo,baby scratch my back,1997,blues,itchyand know scratch come baby scratch know baby awwyou workin feelin good look baby ummmmm little girl know scratch doin chicken scratch lookin good baby gettin scratch talkin bout,29,0.808296328,0.661641412,0.38955762,0.851214575,0.936108821,0.471454964,obscene,0.328571429
billie holiday,i'm yours,1997,blues,earth couldn tell try go away leave glow spark try whistle dark come borrow sorrow know tomorrow drift apart lose heart steppin stone help dream borrow sorrow know tomorrow drift apart lose heart steppin stone help dream,37,0.381566122,0.536189524,0.994979915,9.67E-05,0.237427865,0.023493026,sadness,0.328571429
johnnie taylor,too many memories,1997,blues,dust dirt rain begin river blood pain trust valley desperation build barren imitations gamble lose touch purpose look future step ohoh make proper walk away time pull time dust dirt rain begin need name lose attempt manage expectations run limitations forget moment expect fall leave,45,0.715152172,0.734533241,0.445782576,0.000406883,0.710428689,0.512497287,violence,0.328571429
billie holiday,as time goes by,1997,blues,remember kiss kiss sigh sigh fundamental things apply time go lovers rely matter future bring time go moonlight songs date hearts fill passion jealousy hate woman need mate story fight world welcome lovers time go moonlight songs date hearts fill passion jealousy hate woman love mate story fight world welcome lovers time go,53,0.573269793,0.524139169,0.991967863,1.24E-05,0.333264633,0.025194781,world/life,0.328571429
ella fitzgerald,the nearness of you,1997,blues,pale moon excite thrill delight nearness sweet conversation bring sensation nearness arm feel close wildest dream come true need soft light enchant right hold tight feel night nearness pale moon excite thrill delight nearness sweet conversation bring sensation nearness arm feel close wildest dream come true yeah need soft light enchant right hold tight yeah baby feel night nearness arm feel close wildest dream come true need soft light enchant right hold tight feel night nearness,76,0.376150764,0.456580263,0.929718805,0,0.221970322,0.105077156,romantic,0.328571429
kenny wayne shepherd,blue on black,1997,blues,night fall skin yeah chill bone turn yeah slip right hand blue black tear river push shove mean joker match cold dead touch whisper scream change thing bring blue black yeah blue black blind truth lie wrong undo slip tongue blue black tear river push shove mean joker match cold dead touch whisper scream change thing bring yeah blue black blue black yeah blue black tear river push shove mean joker match cold dead touch whisper scream change thing bring blue black yeah blue black blue black tear river push shove mean joker match cold dead touch whisper scream change thing bring blue black blue black blue black blue black,110,0.379399978,0.725995436,0.005982938,0.113360324,0.549670239,0.676666579,violence,0.328571429
slim harpo,i'm a king bee,1997,blues,buzzin hive buzzin hive baby come inside young able buzz night long young able buzz night long hear buzzin baby stingin go buzz want queen want queen world see buzz night long buzz night long buzz better baby go,39,0.683743095,0.650770454,0.418674115,0.000318826,0.917559769,0.454437416,night/time,0.328571429
kenny wayne shepherd,everything is broken,1997,blues,yeah break live break string break thread break spring break idols break head people sleep break bed jivin jokin yeah break break bottle break legs break switch break break dish break part streets fill break hearts break word mean speak break like time stop turn grind break cutters break saw break buckle break laws break body break bone break voice break phone deep breath feel like chokin break instrumental bridge yeah time leave someplace things fall piece face break hand break plough break treaties break vow break pip break tool people bend break rule hound howlin bull frog croakin break break break break whohoh yeah yeah break,107,0.390230694,0.760172294,2.30E-05,0.180161943,0.735160758,0.942941161,sadness,0.328571429
jonny lang,hit the ground running,1997,blues,biggest fool survive touch need baby tell need grind runnin thousand deaths lose drown loneliness rise forgive time tell baby grind runnin,22,0.685909239,0.721329129,0.024999021,0.016194332,0.974237428,0.695686192,violence,0.328571429
supersuckers,roadworn and weary,1997,blues,road place good smile face satisfy coffee egg fry roadworn weary go near go away maybe look place stay know good little shack think straight fresh eye plate track roadworn weary go near go yeah roadworn weary go near go roadworn weary go near go smile roadworn weary go,49,0.521282357,0.685613927,0.638553854,0.001315789,0.589859852,0.459442577,feelings,0.328571429
bessie smith,after you've gone,1997,blues,listen tell go away break achin heart know true years night leave tear listen go leave cryin go denyin feel blue feel miss dearest come time forget come time regret someday grow lonely heat break like want go go away go leave cryin go denyin feel blue feel miss best come time forget come time regret someday grow lonely heat break like want go go away,66,0.462796491,0.666538471,0.996987949,0.000212551,0.735160758,0.202177285,sadness,0.328571429
r.l. burnside,jumper hanging out on the line,1997,blues,jumper hangin line know mind wouldn baby hadn wanna supper baby guess white lightnin go head guess white lightnin go head,21,0.848369977,0.560777376,0.848393422,0.002449393,0.449711459,0.163137027,violence,0.328571429
supersuckers,dead in the water,1997,blues,hole wide watch career slide guess tide cause dead water dead water dive pool water nice calm nice cool promise cause dead water dead water dead water dead water worry gonna burst plenty time practice rehearse thirst cause dead water dead water dead water dead water,46,0.499620925,0.719560034,0.027107457,0.031680162,0.904163232,0.784778063,violence,0.328571429
phish,carini,1997,blues,carini piece build house windows windows glass lumpy head take walk dead tell secret place face aghilla carini scar shit thesis write load shit finally finish go street call raise think scream lump scream lump aghilla carini scar shit carini lumpy head carini lumpy head carini lumpy head carini lumpy head,51,0.112964367,0.757249442,0.156625659,0.275303644,0.301319044,0.938937032,violence,0.328571429
slim harpo,rainin' in my heart,1997,blues,rainin heart baby apart know wrong need baby come home go cryin lose mind cry vain need baby come home speak play instead break heart know wasn smart rainin heart rain heart baby apart know wrong baby come home,39,0.476876422,0.647693767,0.252007281,0.000225709,0.771228359,0.549535481,sadness,0.328571429
kenny wayne shepherd,i don't live today,1997,blues,live tomorrow live tomorrow know sure live today come windows felt like sit grave come window felt like sit grave wish hurry rescue miserable live today shame waste time away like live tomorrow live tomorrow know sure live today,39,0.287338893,0.759685152,1.65E-05,0.45242915,0.484748557,0.880877161,world/life,0.328571429
wilson meadows,that's still my love,1997,blues,panorama lie come life rub genie inside inside state care thoughtless wrongdoings thoughtless wrongdoings cause know punishment divine reckless walk right crosshair walk right careless inscribe heartstone inscribe loveless know exit relentless enjoy second limit afraid fall dare read mind like like resist resist greater damage come brighteyed demon stand versus break armor reach patchwork heart care wish cause want know limit afraid fall dare read mind like like resist resist greater damage dare read mind like resist resist greater damage ash spread wing spread wing cheat death cheat death bite bullet right feet dare read mind like like resist resist greater damage dare read mind like resist resist greater damage spread wing wing cheat death life enemy,118,0.711902957,0.672589288,0.313252323,1.38E-06,0.896949711,0.41639819,violence,0.328571429
jonny lang,there's gotta be a change,1997,blues,gotta change things stay worse blame play blue long nothin leave life kentucky chicago nothin leave baby play blue texas international revenue money nothin leave play blue,27,0.712986028,0.703048483,0.45481873,0.538461538,0.817600989,0.607595352,music,0.328571429
bessie smith,alexander's ragtime band,1997,blues,better hurry goin goin leaderman rag meter grand stand brass band come come hear come hear ragtime band come hear come hear best band land play bugle like hear sound natural wanna best band land come come hand leader band care hear swanee river play ragtime come hear come hear ragtime band come hear come hear ragtime band come hear come hear best band land listen bugle best band land come come hand leader band care hear swanee river play ragtime come hear come hear ragtime band,87,0.619841872,0.70015127,0.986947778,0.003866397,0.884583677,0.318297028,music,0.328571429
kenny wayne shepherd,nothing to do with love,1997,blues,crazy world fall apart see suffer break hearts people hurt lord swear star want money wanna brand see proof cause treat darling doin things hear crazy world fall apart see misery break hearts people kill lord,36,0.371818477,0.724713484,0.002227914,0.220647773,0.595012366,0.913911225,sadness,0.328571429
blues traveler,yours,1997,blues,hand outstretched finger lock release open free beat inside instead push fear aside want want hide vulnerably want touch understand ask hear contradictions hard truth ache reply passionately saddest eye softest skin borrow begin prize feet want fall come commend soul ache world high water tend meet want know reap blow blow saddest eye softest skin borrow begin prize feet,60,0.444384274,0.703458708,0.141565403,0.000843117,0.286892003,0.543529287,violence,0.328571429
the cramps,queen of pain,1997,blues,queen pain queen pain hang chain queen pain queen pain know blame queen painqueen pain mark hard explain queen pain queen pain look sweet garter belt queen pain queen pain harder belt queen pain queen pain think gonna leave welt queen pain queen pain metal point queen pain queen pain block tackle exploit queen pain queen pain dislocate socket joint queen pain queen pain haning chain queen pain queen pain careful queen pain queen pain clean stain queen pain queen pain strain crane queen pain queen pain spinnin like weather vane queen pain queen pain gonna cane,97,0.49637171,0.791092993,0.353413005,0.014777328,0.661995054,0.928926709,sadness,0.328571429
big bub,settle down,1997,blues,boys body truck noise buck toy bang bluff nigga stay poise settle huff disrespect niggas form respect like young swizz million ways debt check like cypher connect flow like blood blood flesh flesh best east best beast coast repping like jack check cardiac arrest nigga rest keep eye best aspirations catch wreck apex know hold feel wanna boys okay hold weight like want cake like boys boys make noise wanna boys okay hold weight like want cake like boys boys make noise boys body truck noise buck toy bang bluff nigga stay poise settle huff boys body truck noise buck toy bang bluff nigga stay poise settle huff stand like suppose niggas look dead like hold soloist kill squads golden like young bond charm jewel acres mule fool go school uncle control move stand watch bros kill everyday plot right need money clout shackle mind rattle spine nap alert action overt cause head know niggas want dead spill truth lead word,161,0.74114589,0.709304412,0.24899523,0,0.375515251,0.393374448,obscene,0.328571429
the dells,always together,1998,blues,mind years gaze amaze baby love problems face pride protection hide thousand nights kiss away tear years turn hair silver days youth leave golden golden memories mind,27,0.234268385,0.710663282,0.727911373,0,0.534212696,0.430412642,sadness,0.314285714
phish,dogs stole things,1998,blues,dog steal things need cat take pillow ache head glass milk creatures kind sleep ease mind night softly paddle look steal things sleep pray lord soul night creatures creatures kind sleep ease mind night softly paddle look steal things creatures kind sleep ease mind night softly paddle look steal things sleep pray lord soul night creatures,56,0.461713419,0.77004333,0.736947527,0.027226721,0.627988458,0.771764644,night/time,0.314285714
phish,meat,1998,blues,hear footsteps wall silence shoot watch fall ghost stick years slide need rest place cause felt body host ghost live street jive strive stay alive offer meat need different life think miss link treasure moments drink away memories sink,39,0.589515867,0.731533472,0.081324379,0.000423077,0.342539159,0.845841031,violence,0.314285714
solomon burke,tonight's the night,1998,blues,tonight night belong tonight night company tonight tonight night tonight night listen answer phone somebody knock door tell home want darling tonight want friends sweet talk girl gonna put stereo forget late late cause tonight tonight listen tonight night light belong gonna lock doors tonight night throw away baby exclusively wanna talk tonight want tonight wanna hear sugar want hold squeeze tonight tonight tonight tonight night,66,0.277591249,0.669768992,0.402609842,0,0.627988458,0.476460126,night/time,0.314285714
dave meniketti,take it like a man,1998,blues,baby eye things reply leave pain like know lose give lose knees hard fight search life kind like come lose try know baby heart feel afraid know go inside need rest let give fear hide lonely nights leave inside like know lose understand life live,45,0.479042565,0.760608158,0.010039167,1.28E-05,0.315746084,0.695686192,sadness,0.314285714
the dells,i can sing a rainbow / love is blue,1998,blues,yellow pink green purple orange blue sing rainbow sing rainbow sing rainbow blue blue blue world blue blue world life hole heart go away yeah yeah sing rainbow sing rainbow sing rainbow eye cry green green jealous heart douted apart yeah yeah prouded soul die rainbow rain black black nights know long lose jealous blue world say baby blue world blue baby baby world blue baby want baby world blue baby need baby blue need baby want baby,78,0.290588108,0.699228264,0.139557369,0.001184211,0.803173949,0.623611869,music,0.314285714
phish,roggae,1998,blues,circus place bear clown noise shiny music descend overhead know moment star turn vantage point frown life easy fast wouldn think past forget turn earth side share darkness light wander ground light heat sound mist provoke dream exist circus light dream flight peacefulness dream dream bring,46,0.430304343,0.623259749,0.81827291,0.035222672,0.296166529,0.57556232,world/life,0.314285714
eric clapton,inside of me,1998,blues,point water change vibe darkness look reason hole memory mind tell relief heart reside world fall apart mind baby sign baby time baby know hold hide inside worry care road walk go stand study face crowd fear eye think loud scratch surface look world anger blame turn hold answer think inside,51,0.581934366,0.678793939,0.28313181,0.091093117,0.806265458,0.710701676,sadness,0.314285714
eric clapton,you were there,1998,blues,distance yeah difference cause wisdom lord lose wilderness days wine madness joy sadness mean help go permission turn climb prison wall deep inside,23,0.581934366,0.729559265,0.011846397,0.002692308,0.11067601,0.493477674,sadness,0.314285714
keb' mo',i'm telling you now,1998,blues,unspoken hearts heal hearts break pain yesterday go shadow vanish night heart surrender soul flight bygones bygones trouble long go tell feel tellin gather togetherall friends room laughter healin begin moment breath want surround happiness bygones bygones trouble long go tell feel tellin repea,44,0.766056536,0.572827731,0.870481798,1.37E-06,0.415704864,0.181155608,sadness,0.314285714
jimi hendrix,sunshine of your love,1998,blues,get near light close tire eye soon surprise darling soon star start fall wait long go light shin morning stay darling stay till seas dry wait long go wait long go light shin morning stay darling stay till seas dry wait long wait long wait long go,47,0.313332611,0.763556649,0.061545243,0.156882591,0.794929926,0.880877161,night/time,0.314285714
widespread panic,walk on,1998,blues,kill comedy club kill school killin wall street golden rule unto surely remember memories children ash ash howdy neighbor stranger want know like remember schoolyard strangers sand fascist fascist hand gonna gonna need safe place tonight picture paint morning color memories form picture paint elect leaders tell right complain buy sell slogan peace hold lennon laugh grow pacifist pacifist sight behold people feel make drug mister channel blood tryin dyin water forgive walk flood forgive walk flood ash ash blood flood picture paint morning color warn picture picture paint morning color memories form picture paint,95,0.467128777,0.733174371,0.5060236,0.281376518,0.572341303,0.922920516,violence,0.314285714
jimi hendrix,i was made to love her,1998,blues,bear little childhood sweetheart hand hand high shoe shirt tail tail know love know papa disapprove mama boohooed tell time time know build world yeah inspiration show appreciation give years like sweet magnolia tree blossom tenderly life grow sweeter years know baby love baby need years baby baby baby love baby need know go knee high chicken fever pass year mountain tumble world crumble stand,65,0.49637171,0.755377791,0.000365462,0.796558704,0.964962902,0.863859612,world/life,0.314285714
phish,piper,1998,blues,worm wake night sound word word sail,7,0.225603812,0.746814348,0.33132463,0.563765182,0.543487222,0.824819354,music,0.314285714
the blues brothers,new orleans,1998,blues,yeah water yeah water water yeah water water yeah water water yeah water engine fast nigga late pant eagle sound like bass fuck badge face keep real realer fake fishtail block gang tat crippin stop love love ball ball drop need tint extra fame bitch think cover gang gang gang money tank build bank yeah water yeah water water yeah water bling bling water yeah water yeah sauce water yeah water water raindrop time poppin plead fifth bitch droppin come drip gucci tube sock geeked think schoolboy rack buy water fuck baddie cross border green card todo list work bitch gang blue shit talk like tough shit white hand sell week prove poppin pills night make movies like jump fuck jacuzzi blue hundreds stack taller young hitter vibe choose tell fuckin niggas cool half thing send moon dude goons tool water like pool yeah yeah water yeah water water yeah water water yeah water yeah water yeah water woah woah,160,0.474710278,0.818296029,0.275099674,0,0.905193735,0.938937032,obscene,0.314285714
